host_since,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_location,calculated_host_listings_count,reviews_per_month,host_days_active,bathrooms,Air conditioning,TV,Extra pillows and blankets,Heating,time_since_first_review,first_review_interval,time_since_last_review,last_review_interval
2022-01-29,Cascais e Estoril,38.700649,-9.435712,Entire home/apt,2,141.0,2,180,25,360,2,2,0,2022-05-28,2022-06-20,5.0,5.0,3,0.55,224.0,1.0,0,0,0,0,109.0,0-6 months,86.0,2-6 months
2012-02-15,Campo de Ourique,38.71862,-9.15624,Entire home/apt,4,96.0,3,365,0,288,4,4,0,2022-07-21,2022-08-10,4.25,5.0,199,2.14,3860.0,1.0,0,1,0,0,55.0,0-6 months,35.0,2-8 weeks
2022-04-09,Miragaia e Marteleira,39.23548,-9.26499,Entire home/apt,6,120.0,2,1125,5,249,15,15,3,2022-04-17,2022-08-28,4.87,4.27,1,3.0,154.0,2.0,0,1,0,0,150.0,0-6 months,17.0,2-8 weeks
2019-08-10,Moscavide e Portela,38.77596,-9.10221,Private room,2,37.0,1,365,14,69,25,25,11,2022-04-12,2022-08-29,4.44,4.52,8,4.81,1127.0,1.0,0,0,0,0,155.0,0-6 months,16.0,2-8 weeks
2022-04-09,Ericeira,38.9704,-9.41179,Entire home/apt,4,150.0,4,30,30,337,2,2,0,2022-04-24,2022-05-11,5.0,5.0,1,0.42,154.0,1.0,0,1,0,0,143.0,0-6 months,126.0,2-6 months
2019-04-26,Belm,38.69452,-9.21619,Private room,1,70.0,1,31,12,163,7,7,0,2022-04-16,2022-08-07,5.0,5.0,1,1.39,1233.0,1.0,0,0,0,0,151.0,0-6 months,38.0,2-8 weeks
2022-01-17,Misericrdia,38.71144935366071,-9.151483288782355,Entire home/apt,6,160.0,3,365,0,319,5,5,1,2022-04-18,2022-08-28,3.0,4.4,34,1.0,236.0,2.0,0,1,0,0,149.0,0-6 months,17.0,2-8 weeks
2022-04-09,Santa Maria Maior,38.71364,-9.13555,Entire home/apt,2,85.0,3,1125,2,135,24,24,5,2022-04-17,2022-09-12,4.5,4.54,1,4.77,154.0,1.0,0,1,0,0,150.0,0-6 months,2.0,0-2 weeks
2013-11-16,Misericrdia,38.71455,-9.14397,Entire home/apt,4,151.0,1,365,20,355,12,12,2,2022-04-27,2022-08-24,4.17,4.83,15,2.55,3220.0,1.0,0,1,1,1,140.0,0-6 months,21.0,2-8 weeks
2015-05-02,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69677,-9.32926,Private room,2,50.0,2,90,4,136,6,6,1,2022-05-27,2022-08-21,4.67,4.33,2,1.64,2688.0,1.0,0,1,1,0,110.0,0-6 months,24.0,2-8 weeks
2017-02-25,Queluz e Belas,38.75571,-9.26178,Entire home/apt,5,97.0,2,180,0,11,2,2,0,2022-04-29,2022-05-27,5.0,5.0,1,0.43,2023.0,2.0,0,1,1,0,138.0,0-6 months,110.0,2-6 months
2013-11-16,Santa Maria Maior,38.71108,-9.12843,Entire home/apt,4,169.0,1,365,12,268,8,8,1,2022-07-04,2022-09-04,3.75,4.75,15,3.29,3220.0,1.0,0,1,1,1,72.0,0-6 months,10.0,0-2 weeks
2022-02-10,Santa Maria Maior,38.7116,-9.12942,Entire home/apt,5,130.0,1,365,11,340,2,2,0,2022-06-11,2022-07-11,4.0,5.0,4,0.63,212.0,2.0,0,0,0,0,95.0,0-6 months,65.0,2-6 months
2022-02-10,Santa Maria Maior,38.71202,-9.12728,Entire home/apt,3,100.0,1,365,8,333,1,1,0,2022-06-17,2022-06-17,5.0,5.0,4,0.33,212.0,1.0,0,0,0,0,89.0,0-6 months,89.0,2-6 months
2016-06-25,Campolide,38.72914846036005,-9.162431213641074,Entire home/apt,2,56.0,1,365,2,306,1,1,1,2022-09-05,2022-09-05,5.0,4.0,1,1.0,2268.0,1.0,0,1,0,0,9.0,0-6 months,9.0,0-2 weeks
2019-08-10,Parque das Naes,38.77481,-9.10183,Private room,2,36.0,1,365,13,158,24,24,1,2022-04-18,2022-08-19,4.08,4.13,8,4.83,1127.0,1.0,0,0,0,0,149.0,0-6 months,26.0,2-8 weeks
2019-02-06,Misericrdia,38.71126,-9.14664,Entire home/apt,3,60.0,4,365,8,19,3,3,0,2022-06-13,2022-06-30,4.0,4.67,1,0.96,1312.0,1.0,0,0,0,0,93.0,0-6 months,76.0,2-6 months
2022-04-09,Moscavide e Portela,38.77759,-9.1019,Entire home/apt,4,128.0,2,365,22,350,14,14,4,2022-04-15,2022-08-29,4.71,4.36,1,2.75,154.0,1.0,0,1,1,0,152.0,0-6 months,16.0,2-8 weeks
2016-06-06,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.696388,-9.292191,Entire home/apt,6,134.0,3,180,6,278,9,9,3,2022-05-08,2022-08-28,4.11,4.44,101,2.09,2287.0,2.0,0,1,0,0,129.0,0-6 months,17.0,2-8 weeks
2018-07-27,Benfica,38.75549,-9.20215,Entire home/apt,7,158.0,7,1125,0,76,2,2,2,2022-08-15,2022-09-02,5.0,4.5,1,2.0,1506.0,3.0,0,1,0,0,30.0,0-6 months,12.0,0-2 weeks
2017-05-17,Misericrdia,38.71292,-9.14517,Entire home/apt,4,141.0,20,365,1,237,4,4,0,2022-04-30,2022-08-13,4.5,4.5,5,0.87,1942.0,1.0,0,1,0,0,137.0,0-6 months,32.0,2-8 weeks
2022-04-08,Cascais e Estoril,38.70534,-9.41894,Private room,2,145.0,1,365,21,259,1,1,0,2022-07-20,2022-07-20,5.0,4.0,5,0.53,155.0,1.0,0,0,0,0,56.0,0-6 months,56.0,2-8 weeks
2022-04-12,Arroios,38.72824,-9.13583,Private room,1,49.0,1,15,15,350,30,30,8,2022-05-08,2022-09-12,4.8,4.77,8,6.92,151.0,2.0,0,0,1,0,129.0,0-6 months,2.0,0-2 weeks
2018-04-26,Areeiro,38.73849,-9.13314,Private room,2,45.0,7,35,0,0,7,7,2,2022-07-13,2022-08-29,5.0,5.0,34,3.28,1598.0,2.0,0,0,0,0,63.0,0-6 months,16.0,2-8 weeks
2018-04-26,Areeiro,38.74069,-9.13321,Private room,1,45.0,6,35,0,0,2,2,1,2022-08-01,2022-08-29,5.0,5.0,34,1.33,1598.0,2.0,0,0,0,0,44.0,0-6 months,16.0,2-8 weeks
2018-04-26,Areeiro,38.73876,-9.13314,Private room,2,45.0,7,35,0,0,4,4,1,2022-07-14,2022-08-21,3.75,3.5,34,1.9,1598.0,2.0,0,0,0,0,62.0,0-6 months,24.0,2-8 weeks
2017-10-09,Santo Antnio,38.7234,-9.1536,Private room,2,78.0,1,365,23,358,11,11,2,2022-05-13,2022-08-19,4.64,4.91,11,2.64,1797.0,1.5,0,0,0,0,124.0,0-6 months,26.0,2-8 weeks
2018-04-26,Areeiro,38.74076,-9.13244,Private room,1,45.0,7,35,0,0,2,2,2,2022-08-18,2022-08-28,4.0,4.5,34,2.0,1598.0,2.0,0,0,0,0,27.0,0-6 months,17.0,2-8 weeks
2021-10-03,"Santa Iria de Azoia, So Joo da Talha e Bobadela",38.83761,-9.10565,Private room,2,55.0,1,90,29,364,6,6,1,2022-04-19,2022-09-02,5.0,4.0,2,1.22,342.0,1.0,0,1,0,1,148.0,0-6 months,12.0,0-2 weeks
2022-03-29,Belm,38.70277,-9.20487,Entire home/apt,4,167.0,1,365,7,321,18,18,3,2022-04-03,2022-08-27,4.89,4.83,1,3.29,165.0,2.0,1,1,0,1,164.0,0-6 months,18.0,2-8 weeks
2012-06-23,Benfica,38.756382,-9.196829,Entire home/apt,4,127.0,7,1125,0,286,4,4,1,2022-07-01,2022-08-18,5.0,5.0,1,1.6,3731.0,1.0,0,1,1,0,75.0,0-6 months,27.0,2-8 weeks
2018-01-30,Santo Isidoro,39.00478,-9.41973,Entire home/apt,4,155.0,1,1125,30,102,1,1,0,2022-07-31,2022-07-31,5.0,5.0,36,0.67,1684.0,1.0,0,1,0,0,45.0,0-6 months,45.0,2-8 weeks
2013-12-26,Misericrdia,38.70953,-9.14707,Entire home/apt,6,110.0,2,365,11,346,14,14,3,2022-04-17,2022-08-28,4.71,4.93,11,2.78,3180.0,1.0,0,1,1,0,150.0,0-6 months,17.0,2-8 weeks
2022-04-06,Estrela,38.705181,-9.162834,Entire home/apt,6,139.0,3,365,0,257,4,4,0,2022-04-19,2022-08-10,4.5,5.0,21,0.81,157.0,1.0,0,1,0,0,148.0,0-6 months,35.0,2-8 weeks
2022-04-08,Cascais e Estoril,38.70581,-9.41939,Private room,2,120.0,1,365,10,240,13,13,1,2022-05-07,2022-08-21,5.0,4.85,5,2.98,155.0,1.0,0,0,0,0,130.0,0-6 months,24.0,2-8 weeks
2016-11-03,Carcavelos e Parede,38.679852,-9.328838,Entire home/apt,3,90.0,2,365,3,210,17,17,4,2022-04-24,2022-08-24,4.94,4.94,8,3.57,2137.0,1.0,0,1,1,0,143.0,0-6 months,21.0,2-8 weeks
2018-07-26,Campo de Ourique,38.71599,-9.15573,Entire home/apt,4,128.0,10,180,19,354,1,1,0,2022-08-06,2022-08-06,5.0,5.0,3,0.75,1507.0,1.0,0,1,0,0,39.0,0-6 months,39.0,2-8 weeks
2017-04-14,Ajuda,38.70526,-9.20137,Entire home/apt,3,111.0,2,365,12,72,20,20,1,2022-04-09,2022-09-10,4.9,4.85,4,3.77,1975.0,1.0,0,1,0,0,158.0,0-6 months,4.0,0-2 weeks
2011-04-27,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80467,-9.38229,Entire home/apt,4,119.0,5,365,16,351,1,1,1,2022-09-11,2022-09-11,5.0,4.0,12,1.0,4154.0,1.0,0,1,0,0,3.0,0-6 months,3.0,0-2 weeks
2017-11-25,Carvoeira,38.95091,-9.40677,Private room,2,57.0,3,365,0,148,11,11,3,2022-05-10,2022-08-28,4.82,4.64,3,2.58,1750.0,2.0,0,1,1,0,127.0,0-6 months,17.0,2-8 weeks
2017-11-25,Carvoeira,38.95191,-9.40603,Private room,2,52.0,3,1125,0,148,17,17,3,2022-04-16,2022-09-11,5.0,4.88,3,3.36,1750.0,2.0,1,1,1,1,151.0,0-6 months,3.0,0-2 weeks
2017-11-25,Carvoeira,38.95188,-9.40456,Private room,3,37.0,2,1125,22,193,5,5,1,2022-05-07,2022-09-08,5.0,4.6,3,1.15,1750.0,2.0,1,1,1,1,130.0,0-6 months,6.0,0-2 weeks
2022-04-12,Arroios,38.72783,-9.13731,Private room,2,98.0,1,15,25,360,26,26,6,2022-04-25,2022-09-11,4.77,4.58,8,5.45,151.0,1.5,0,0,1,0,142.0,0-6 months,3.0,0-2 weeks
2018-09-03,Odivelas,38.79293,-9.17731,Private room,2,30.0,1,365,6,248,15,15,2,2022-04-15,2022-08-24,4.07,3.73,4,2.94,1468.0,1.0,0,1,0,0,152.0,0-6 months,21.0,2-8 weeks
2022-04-11,Cascais e Estoril,38.71586,-9.43866,Private room,2,65.0,1,365,18,280,4,4,1,2022-05-08,2022-08-17,5.0,5.0,3,0.93,152.0,1.0,1,0,0,0,129.0,0-6 months,28.0,2-8 weeks
2022-04-11,Cascais e Estoril,38.71726,-9.44002,Private room,3,110.0,1,365,19,275,2,2,0,2022-05-23,2022-06-30,5.0,5.0,3,0.53,152.0,1.0,1,0,0,0,114.0,0-6 months,76.0,2-6 months
2022-04-11,Cascais e Estoril,38.71617,-9.43871,Private room,2,110.0,1,365,20,280,2,2,1,2022-05-14,2022-08-22,5.0,4.5,3,0.49,152.0,1.0,0,0,0,0,123.0,0-6 months,23.0,2-8 weeks
2016-06-06,Santa Maria Maior,38.709316,-9.138853,Entire home/apt,4,132.0,3,180,16,351,4,4,1,2022-06-17,2022-08-16,4.25,5.0,101,1.33,2287.0,1.0,0,0,0,0,89.0,0-6 months,29.0,2-8 weeks
2022-03-29,So Vicente,38.71824,-9.12339,Entire home/apt,4,140.0,3,365,11,87,9,9,2,2022-05-15,2022-08-22,4.44,4.56,1,2.2,165.0,1.0,0,1,1,0,122.0,0-6 months,23.0,2-8 weeks
2022-01-29,Encosta do Sol,38.763309,-9.205218,Private room,2,45.0,1,30,7,24,8,8,3,2022-05-10,2022-08-26,4.5,4.38,1,1.88,224.0,1.0,0,1,0,0,127.0,0-6 months,19.0,2-8 weeks
2016-02-23,Ajuda,38.70367,-9.2009,Entire home/apt,4,161.0,1,365,20,355,1,1,1,2022-08-23,2022-08-23,5.0,5.0,3,1.0,2391.0,1.0,1,1,0,1,22.0,0-6 months,22.0,2-8 weeks
2022-04-08,Cascais e Estoril,38.70452,-9.41766,Private room,2,173.0,1,365,11,234,2,2,0,2022-05-29,2022-06-19,5.0,5.0,5,0.55,155.0,1.0,0,0,0,0,108.0,0-6 months,87.0,2-6 months
2022-04-08,Cascais e Estoril,38.70589,-9.41726,Private room,2,160.0,1,365,19,257,1,1,1,2022-09-07,2022-09-07,4.0,4.0,5,1.0,155.0,1.0,0,0,1,1,7.0,0-6 months,7.0,0-2 weeks
2016-02-23,Ajuda,38.70366,-9.19863,Entire home/apt,4,161.0,1,365,23,358,3,3,3,2022-08-21,2022-09-11,5.0,5.0,3,3.0,2391.0,1.0,1,1,0,1,24.0,0-6 months,3.0,0-2 weeks
2022-04-13,Alcntara,38.70536,-9.1879,Entire home/apt,3,77.0,2,270,2,242,5,5,0,2022-04-24,2022-08-07,4.2,3.6,1,1.04,150.0,1.0,0,1,0,0,143.0,0-6 months,38.0,2-8 weeks
2018-04-26,Areeiro,38.73888,-9.13247,Private room,1,45.0,6,35,0,0,2,2,1,2022-08-05,2022-08-17,5.0,5.0,34,1.46,1598.0,2.0,0,0,0,0,40.0,0-6 months,28.0,2-8 weeks
2017-05-12,Carcavelos e Parede,38.6943,-9.35775,Private room,2,60.0,2,365,11,345,6,6,1,2022-05-22,2022-08-19,4.5,4.5,18,1.57,1947.0,1.0,0,1,0,0,115.0,0-6 months,26.0,2-8 weeks
2022-04-13,Olivais,38.7715,-9.11994,Private room,2,65.0,2,365,21,356,5,5,0,2022-04-25,2022-08-11,5.0,4.8,3,1.06,150.0,1.0,0,1,0,0,142.0,0-6 months,34.0,2-8 weeks
2021-10-11,Misericrdia,38.7099,-9.15001,Entire home/apt,3,115.0,2,1125,3,321,20,20,2,2022-06-08,2022-08-22,4.9,4.85,3,6.06,334.0,1.0,0,1,1,0,98.0,0-6 months,23.0,2-8 weeks
2017-02-05,Cascais e Estoril,38.71103,-9.4335,Entire home/apt,4,53.0,1,120,3,77,14,14,9,2022-06-28,2022-09-04,4.93,4.71,2,5.38,2043.0,1.0,0,0,1,0,78.0,0-6 months,10.0,0-2 weeks
2016-08-05,Arroios,38.72315,-9.13275,Private room,2,89.0,1,1125,0,247,3,3,0,2022-05-22,2022-08-12,4.0,4.67,28,0.78,2227.0,0.0,0,1,0,1,115.0,0-6 months,33.0,2-8 weeks
2016-08-05,Arroios,38.72308,-9.13231,Private room,2,89.0,1,1125,4,250,2,2,0,2022-06-22,2022-07-17,2.5,3.0,28,0.71,2227.0,0.0,0,1,0,1,84.0,0-6 months,59.0,2-6 months
2016-08-05,Arroios,38.72333,-9.13267,Private room,2,89.0,1,1125,0,247,2,2,0,2022-06-11,2022-07-18,3.0,4.0,28,0.63,2227.0,0.0,0,1,0,1,95.0,0-6 months,58.0,2-6 months
2012-10-23,Moscavide e Portela,38.77489,-9.10554,Entire home/apt,5,177.0,1,1125,13,310,7,7,0,2022-04-25,2022-07-04,5.0,4.71,292,1.47,3609.0,2.0,1,0,0,0,142.0,0-6 months,72.0,2-6 months
2012-10-23,Campo de Ourique,38.71564,-9.15613,Entire home/apt,3,119.0,1,1125,7,342,5,5,0,2022-05-16,2022-07-07,2.8,3.6,292,1.23,3609.0,1.0,0,1,0,1,121.0,0-6 months,69.0,2-6 months
2022-04-17,Penha de Frana,38.72378,-9.13005,Private room,2,50.0,1,5,19,298,39,39,8,2022-04-23,2022-09-12,4.62,4.79,1,8.07,146.0,1.0,0,0,0,0,144.0,0-6 months,2.0,0-2 weeks
2015-10-06,Estrela,38.70786,-9.15747,Entire home/apt,4,144.0,2,365,15,350,2,2,0,2022-05-07,2022-05-20,5.0,5.0,3,0.46,2531.0,2.0,0,1,1,0,130.0,0-6 months,117.0,2-6 months
2021-09-08,Massam e Monte Abrao,38.76044,-9.27496,Private room,2,33.0,3,365,11,331,14,14,3,2022-06-18,2022-08-29,4.79,4.57,1,4.77,367.0,1.0,0,1,0,0,88.0,0-6 months,16.0,2-8 weeks
2021-10-08,Cascais e Estoril,38.728436,-9.449146,Entire home/apt,8,192.0,2,90,20,346,11,11,4,2022-05-14,2022-09-11,4.73,4.55,2,2.68,337.0,1.0,0,1,0,0,123.0,0-6 months,3.0,0-2 weeks
2021-05-12,Campo de Ourique,38.71582,-9.17192,Entire home/apt,4,80.0,3,365,1,320,2,2,0,2022-06-05,2022-06-13,5.0,4.5,10,0.59,486.0,1.0,0,1,0,1,101.0,0-6 months,93.0,2-6 months
2022-04-13,Olivais,38.76939,-9.12044,Private room,2,75.0,2,365,26,361,5,5,1,2022-05-12,2022-08-20,4.6,5.0,3,1.2,150.0,1.0,0,1,0,0,125.0,0-6 months,25.0,2-8 weeks
2022-04-13,Olivais,38.76879,-9.1183,Private room,2,65.0,2,365,23,358,11,11,3,2022-04-17,2022-09-10,4.36,4.55,3,2.2,150.0,1.0,0,1,0,0,150.0,0-6 months,4.0,0-2 weeks
2022-04-13,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69157,-9.31434,Entire home/apt,4,71.0,2,1125,0,328,10,10,3,2022-05-02,2022-08-26,4.2,4.7,1,2.22,150.0,1.0,0,1,0,0,135.0,0-6 months,19.0,2-8 weeks
2018-08-11,Belm,38.70126,-9.20121,Entire home/apt,3,150.0,1,1125,0,0,2,2,0,2022-05-29,2022-07-08,5.0,4.0,19,0.55,1491.0,1.0,0,1,1,0,108.0,0-6 months,68.0,2-6 months
2016-05-12,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.70478,-9.24001,Entire home/apt,3,62.0,4,30,0,62,10,10,0,2022-06-07,2022-08-14,5.0,4.7,1,3.0,2312.0,1.0,0,1,1,0,99.0,0-6 months,31.0,2-8 weeks
2019-05-05,Arroios,38.73337,-9.14177,Private room,2,79.0,1,365,22,357,14,14,2,2022-04-28,2022-08-28,4.36,4.86,33,3.0,1224.0,1.0,0,0,0,0,139.0,0-6 months,17.0,2-8 weeks
2014-05-03,Santo Antnio,38.71871,-9.14183,Private room,1,50.0,2,1125,8,338,7,7,2,2022-05-08,2022-08-24,5.0,5.0,1,1.62,3052.0,1.0,0,1,0,1,129.0,0-6 months,21.0,2-8 weeks
2016-01-26,Estrela,38.71121,-9.16013,Entire home/apt,4,185.0,2,365,5,337,12,12,2,2022-04-28,2022-09-10,4.83,4.83,35,2.57,2419.0,2.0,1,1,0,0,139.0,0-6 months,4.0,0-2 weeks
2014-05-08,Moscavide e Portela,38.77902,-9.09993,Entire home/apt,5,99.0,3,365,9,145,9,9,5,2022-07-18,2022-09-12,4.78,4.44,16,4.66,3047.0,1.0,0,1,0,1,58.0,0-6 months,2.0,0-2 weeks
2022-03-08,Alcabideche,38.75618,-9.44334,Entire home/apt,4,161.0,1,1125,23,356,3,3,2,2022-04-16,2022-08-27,5.0,4.0,12,0.6,186.0,1.0,0,1,0,0,151.0,0-6 months,18.0,2-8 weeks
2021-10-08,Cascais e Estoril,38.72775,-9.44836,Entire home/apt,4,99.0,2,90,15,343,12,12,4,2022-06-26,2022-09-09,5.0,5.0,2,4.5,337.0,1.0,0,1,0,0,80.0,0-6 months,5.0,0-2 weeks
2017-10-09,Santo Antnio,38.72427,-9.15385,Private room,2,78.0,1,365,27,362,9,9,1,2022-04-23,2022-08-15,4.67,4.89,11,1.86,1797.0,1.5,0,0,0,0,144.0,0-6 months,30.0,2-8 weeks
2022-04-13,Arroios,38.72796,-9.14441,Private room,1,50.0,15,200,6,286,1,1,0,2022-04-27,2022-04-27,5.0,5.0,1,0.21,150.0,1.0,0,0,0,0,140.0,0-6 months,140.0,2-6 months
2013-08-24,Arroios,38.7242,-9.13661,Entire home/apt,4,135.0,2,365,6,318,20,20,4,2022-05-02,2022-09-04,4.95,4.7,11,4.41,3304.0,1.0,0,1,0,1,135.0,0-6 months,10.0,0-2 weeks
2022-03-23,Santa Maria Maior,38.71155,-9.12843,Entire home/apt,2,118.0,1,30,10,247,9,9,3,2022-07-19,2022-08-29,4.78,5.0,3,4.66,171.0,1.0,1,1,1,1,57.0,0-6 months,16.0,2-8 weeks
2022-04-18,Cascais e Estoril,38.69492,-9.41967,Entire home/apt,4,125.0,3,365,2,109,11,11,2,2022-06-17,2022-08-25,4.73,5.0,2,3.67,145.0,1.0,0,1,0,0,89.0,0-6 months,20.0,2-8 weeks
2018-12-29,Cascais e Estoril,38.716053,-9.383235,Entire home/apt,6,130.0,3,365,0,42,2,2,2,2022-08-16,2022-08-25,4.5,5.0,1,2.0,1351.0,2.5,0,1,0,0,29.0,0-6 months,20.0,2-8 weeks
2014-12-28,Santa Maria Maior,38.71188,-9.13997,Entire home/apt,4,106.0,2,365,4,320,15,15,6,2022-06-25,2022-09-10,4.93,5.0,1,5.49,2813.0,1.0,1,1,1,0,81.0,0-6 months,4.0,0-2 weeks
2012-10-23,Cascais e Estoril,38.7063,-9.424,Entire home/apt,4,207.0,1,1125,22,204,4,4,0,2022-05-01,2022-07-26,3.0,4.25,292,0.88,3609.0,1.0,0,1,0,0,136.0,0-6 months,50.0,2-8 weeks
2018-04-22,Carnaxide e Queijas,38.71942,-9.22731,Entire home/apt,4,72.0,2,90,5,294,9,9,2,2022-05-08,2022-09-10,4.44,4.22,20,2.09,1602.0,1.0,1,1,1,1,129.0,0-6 months,4.0,0-2 weeks
2021-11-18,Santo Anto e So Julio do Tojal,38.85358,-9.16631,Private room,2,64.0,1,7,26,357,5,5,1,2022-06-13,2022-08-24,4.8,4.8,6,1.6,296.0,1.0,0,1,0,1,93.0,0-6 months,21.0,2-8 weeks
2016-06-06,Santa Maria Maior,38.713318,-9.142094,Entire home/apt,4,130.0,3,180,2,310,13,13,4,2022-04-27,2022-08-30,4.46,4.62,101,2.77,2287.0,2.0,0,1,0,0,140.0,0-6 months,15.0,2-8 weeks
2014-07-22,Mafra,38.95332,-9.37639,Entire home/apt,8,133.0,5,365,12,194,1,1,0,2022-08-06,2022-08-06,5.0,5.0,6,0.77,2972.0,2.0,0,1,1,1,39.0,0-6 months,39.0,2-8 weeks
2016-12-28,Ajuda,38.70331,-9.20043,Entire home/apt,3,79.0,1,365,6,326,2,2,0,2022-05-31,2022-07-10,5.0,5.0,9,0.56,2082.0,1.0,0,1,0,0,106.0,0-6 months,66.0,2-6 months
2016-12-28,Ajuda,38.70544,-9.19932,Entire home/apt,3,79.0,1,365,10,335,7,7,1,2022-05-09,2022-08-31,4.71,4.29,9,1.63,2082.0,1.0,0,1,0,0,128.0,0-6 months,14.0,0-2 weeks
2017-09-21,Cascais e Estoril,38.69532,-9.42234,Entire home/apt,4,160.0,3,365,0,0,1,1,0,2022-06-10,2022-06-10,5.0,5.0,15,0.31,1815.0,2.0,1,1,0,0,96.0,0-6 months,96.0,2-6 months
2017-09-21,Cascais e Estoril,38.69537,-9.42167,Entire home/apt,4,190.0,4,365,11,116,11,11,3,2022-05-15,2022-08-26,4.82,4.64,15,2.68,1815.0,2.0,1,1,0,0,122.0,0-6 months,19.0,2-8 weeks
2019-08-10,Moscavide e Portela,38.77663,-9.10219,Private room,3,36.0,1,365,14,64,13,13,3,2022-05-21,2022-08-30,4.38,4.69,8,3.33,1127.0,1.0,0,0,0,0,116.0,0-6 months,15.0,2-8 weeks
2022-02-07,Alcntara,38.70724,-9.17417,Private room,2,75.0,2,365,12,333,6,6,1,2022-06-08,2022-08-24,4.83,4.33,4,1.82,215.0,1.0,1,1,0,0,98.0,0-6 months,21.0,2-8 weeks
2022-04-14,So Joo das Lampas e Terrugem,38.86484,-9.42949,Entire home/apt,2,80.0,3,180,22,172,7,7,2,2022-05-19,2022-08-22,4.43,4.0,3,1.78,149.0,1.0,0,1,0,0,118.0,0-6 months,23.0,2-8 weeks
2016-08-05,Penha de Frana,38.72606,-9.12827,Entire home/apt,4,179.0,1,1125,11,333,5,5,0,2022-05-12,2022-07-30,4.8,4.2,28,1.19,2227.0,1.0,0,1,0,0,125.0,0-6 months,46.0,2-8 weeks
2022-04-18,"Almargem do Bispo, Pro Pinheiro e Montelavar",38.86082,-9.33483,Entire home/apt,4,110.0,3,1125,19,354,3,3,2,2022-08-06,2022-08-30,5.0,5.0,2,2.31,145.0,1.0,0,1,0,1,39.0,0-6 months,15.0,2-8 weeks
2022-03-11,Misericrdia,38.71207,-9.14746,Private room,2,161.0,1,1125,18,353,2,2,1,2022-07-29,2022-08-22,4.0,5.0,4,1.25,183.0,1.0,0,1,0,1,47.0,0-6 months,23.0,2-8 weeks
2022-04-06,Areeiro,38.743557,-9.140232,Entire home/apt,6,139.0,3,365,13,287,1,1,0,2022-07-17,2022-07-17,5.0,5.0,21,0.5,157.0,2.0,0,1,0,0,59.0,0-6 months,59.0,2-6 months
2017-05-03,Ericeira,38.97966,-9.41136,Entire home/apt,9,199.0,1,365,0,200,15,15,4,2022-06-30,2022-08-23,5.0,5.0,1,5.84,1956.0,2.0,0,1,0,1,76.0,0-6 months,22.0,2-8 weeks
2022-03-11,Misericrdia,38.71131,-9.14733,Private room,2,160.0,1,1125,17,352,6,6,1,2022-05-10,2022-08-19,4.83,5.0,4,1.41,183.0,1.0,0,1,0,1,127.0,0-6 months,26.0,2-8 weeks
2021-10-03,Penha de Frana,38.72416,-9.12854,Entire home/apt,2,95.0,3,62,10,149,20,20,6,2022-04-29,2022-09-10,4.7,4.55,1,4.32,342.0,2.0,0,1,1,0,138.0,0-6 months,4.0,0-2 weeks
2017-10-09,Santo Antnio,38.72449,-9.1537,Private room,2,78.0,1,365,20,355,12,12,3,2022-05-01,2022-09-06,4.58,4.83,11,2.63,1797.0,1.5,0,0,0,0,136.0,0-6 months,8.0,0-2 weeks
2022-02-07,Alcntara,38.70692,-9.17563,Private room,2,63.0,1,365,10,331,20,20,4,2022-05-15,2022-09-09,4.25,4.1,4,4.88,215.0,1.0,1,1,0,0,122.0,0-6 months,5.0,0-2 weeks
2022-04-15,Santo Antnio,38.71757,-9.14775,Entire home/apt,2,95.0,2,1125,6,338,19,19,4,2022-04-26,2022-09-07,4.58,4.84,1,4.01,148.0,1.0,0,1,0,1,141.0,0-6 months,7.0,0-2 weeks
2022-04-14,So Joo das Lampas e Terrugem,38.86372,-9.42903,Entire home/apt,2,99.0,3,180,20,258,9,9,1,2022-05-14,2022-08-24,4.33,4.33,3,2.2,149.0,1.0,0,1,0,0,123.0,0-6 months,21.0,2-8 weeks
2016-09-06,So Vicente,38.717411,-9.128658,Entire home/apt,4,145.0,3,30,9,231,18,18,6,2022-05-16,2022-09-13,4.94,4.94,3,4.43,2195.0,1.0,0,1,1,0,121.0,0-6 months,1.0,0-2 weeks
2017-07-20,Vila Franca de Xira,38.95194,-8.98787,Private room,4,67.0,1,1125,23,357,18,18,1,2022-04-03,2022-08-28,4.33,4.17,10,3.29,1878.0,2.0,0,1,0,0,164.0,0-6 months,17.0,2-8 weeks
