host_since,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_location,calculated_host_listings_count,reviews_per_month,host_days_active,bathrooms,Air conditioning,TV,Extra pillows and blankets,Heating,time_since_first_review,first_review_interval,time_since_last_review,last_review_interval
2012-02-03,So Vicente,38.71633,-9.13107,Entire home/apt,3,70.0,3,30,3,69,356,9,3,2012-03-17,2022-09-07,4.78,4.68,5,2.79,3872.0,1.0,0,1,0,1,3833.0,+7 years,7.0,0-2 weeks
2012-04-26,Santa Maria Maior,38.71579,-9.13382,Entire home/apt,3,85.0,2,14,4,326,231,59,2,2012-05-06,2022-08-23,4.34,4.63,12,1.83,3789.0,1.0,0,1,1,1,3783.0,+7 years,22.0,2-8 weeks
2012-02-06,Misericrdia,38.71386,-9.14483,Entire home/apt,6,85.0,3,1125,4,274,180,31,7,2012-07-30,2022-09-11,4.64,4.88,1,1.46,3869.0,1.0,0,1,1,1,3698.0,+7 years,3.0,0-2 weeks
2011-06-14,Santa Maria Maior,38.71248,-9.12961,Entire home/apt,6,80.0,2,30,3,128,168,8,1,2012-07-13,2022-09-07,4.5,4.91,9,1.36,4106.0,1.0,1,1,0,1,3715.0,+7 years,7.0,0-2 weeks
2012-02-10,Misericrdia,38.71112,-9.14799,Entire home/apt,5,106.0,3,90,2,140,63,19,5,2016-02-04,2022-09-11,4.73,4.95,1,0.78,3865.0,1.0,1,1,1,0,2414.0,+7 years,3.0,0-2 weeks
2011-06-29,Cascais e Estoril,38.70916,-9.40665,Entire home/apt,3,82.0,3,365,0,332,54,10,1,2012-08-02,2022-08-19,4.6,4.65,2,0.44,4091.0,1.0,0,1,1,0,3695.0,+7 years,26.0,2-8 weeks
2012-04-29,Lourinh e Atalaia,39.270321,-9.331069,Entire home/apt,5,100.0,5,270,10,10,11,5,0,2012-07-30,2022-08-13,4.91,4.64,1,0.09,3786.0,1.5,0,1,1,1,3698.0,+7 years,32.0,2-8 weeks
2011-08-31,Santa Maria Maior,38.71315,-9.12715,Entire home/apt,4,75.0,3,31,1,142,228,36,2,2012-08-08,2022-09-06,4.82,4.93,1,1.85,4028.0,1.5,0,1,0,0,3689.0,+7 years,8.0,0-2 weeks
2011-09-07,Santa Maria Maior,38.71225,-9.12777,Entire home/apt,2,60.0,2,150,0,206,197,13,5,2011-09-27,2022-09-13,4.72,4.87,2,1.48,4021.0,1.0,0,0,0,0,4005.0,+7 years,1.0,0-2 weeks
2011-09-04,Alvalade,38.74877,-9.1478,Private room,1,22.0,15,365,0,176,10,9,0,2020-12-22,2022-07-01,5.0,5.0,2,0.47,4024.0,1.0,0,1,0,0,631.0,1 year - 2 years,75.0,2-6 months
2012-04-29,Santa Maria Maior,38.71199,-9.12798,Entire home/apt,2,99.0,3,32,1,222,346,24,7,2012-06-09,2022-09-12,4.58,4.82,2,2.77,3786.0,1.0,0,1,0,1,3749.0,+7 years,2.0,0-2 weeks
2012-04-26,Santa Maria Maior,38.71186,-9.12859,Entire home/apt,3,77.0,2,14,12,347,236,44,2,2012-05-26,2022-08-21,4.03,4.68,12,1.88,3789.0,1.0,0,1,1,1,3763.0,+7 years,24.0,2-8 weeks
2012-02-18,Santa Maria Maior,38.71418,-9.13572,Entire home/apt,2,82.0,4,90,3,294,114,15,2,2012-04-23,2022-09-03,4.91,4.89,1,0.9,3857.0,1.0,0,1,0,1,3796.0,+7 years,11.0,0-2 weeks
2012-04-26,So Vicente,38.7143,-9.13059,Entire home/apt,3,94.0,2,14,8,333,234,61,5,2013-04-23,2022-09-01,4.59,4.82,12,2.05,3789.0,1.0,0,1,0,1,3431.0,+7 years,13.0,0-2 weeks
2011-09-11,Avenidas Novas,38.73513,-9.14904,Entire home/apt,4,75.0,2,1124,1,283,135,4,0,2012-03-21,2022-08-03,4.44,4.77,1,1.06,4017.0,1.0,0,1,1,0,3829.0,+7 years,42.0,2-8 weeks
2011-12-03,Santo Antnio,38.72659,-9.14522,Entire home/apt,12,200.0,3,1125,0,171,5,0,0,2016-06-07,2017-11-01,4.8,5.0,7,0.07,3934.0,2.0,0,1,0,1,2290.0,+7 years,1778.0,1+ year
2012-04-26,Santa Maria Maior,38.71191,-9.12864,Entire home/apt,3,92.0,2,14,0,325,278,69,2,2012-07-17,2022-08-24,4.49,4.79,12,2.25,3789.0,1.0,1,1,1,1,3711.0,+7 years,21.0,2-8 weeks
2011-12-03,Santo Antnio,38.72488,-9.14511,Entire home/apt,10,189.0,3,1125,12,330,6,1,0,2012-10-02,2022-03-23,4.6,3.83,7,0.05,3934.0,3.0,1,1,0,1,3634.0,+7 years,175.0,2-6 months
2012-04-26,Santa Maria Maior,38.71189,-9.12867,Entire home/apt,3,96.0,2,14,6,338,249,52,4,2013-05-09,2022-08-30,4.41,4.81,12,2.19,3789.0,1.0,1,1,1,1,3415.0,+7 years,15.0,2-8 weeks
2011-12-03,Santo Antnio,38.72541,-9.14519,Entire home/apt,4,100.0,3,1125,0,265,6,2,0,2018-05-22,2022-08-10,4.0,4.67,7,0.11,3934.0,1.0,0,1,0,1,1576.0,5 years - 6 years,35.0,2-8 weeks
2011-06-30,Igreja Nova e Cheleiros,38.88991,-9.31029,Entire home/apt,2,60.0,2,30,6,296,40,12,1,2013-01-02,2022-08-18,4.48,4.63,4,0.34,4090.0,1.0,0,0,1,1,3542.0,+7 years,27.0,2-8 weeks
2012-04-26,Santa Maria Maior,38.71189,-9.12867,Entire home/apt,3,94.0,2,14,8,343,276,61,3,2012-08-05,2022-08-30,4.44,4.83,12,2.24,3789.0,1.0,0,1,1,1,3692.0,+7 years,15.0,2-8 weeks
2012-04-22,Cascais e Estoril,38.69792,-9.4225,Private room,1,50.0,2,1125,4,333,59,18,1,2012-06-19,2022-09-02,4.93,4.9,2,0.47,3793.0,1.0,0,0,0,1,3739.0,+7 years,12.0,0-2 weeks
2012-05-10,Belm,38.69735,-9.19489,Entire home/apt,4,68.0,4,60,2,98,128,13,1,2012-08-22,2022-08-26,4.72,4.52,4,1.04,3775.0,1.0,0,1,0,1,3675.0,+7 years,19.0,2-8 weeks
2011-06-30,Igreja Nova e Cheleiros,38.89156,-9.31059,Entire home/apt,6,130.0,2,180,13,33,13,4,2,2015-08-16,2022-08-21,4.15,4.38,4,0.15,4090.0,2.0,0,1,1,1,2586.0,+7 years,24.0,2-8 weeks
2011-08-08,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.7056,-9.23021,Private room,2,68.0,2,1125,0,257,30,0,0,2017-07-03,2019-07-26,4.89,4.79,1,0.47,4051.0,2.0,0,0,1,0,1899.0,5 years - 6 years,1146.0,1+ year
2011-02-23,Campolide,38.727,-9.16478,Entire home/apt,3,80.0,3,365,0,44,32,19,2,2013-06-11,2022-08-30,4.5,4.3,9,0.28,4217.0,2.0,0,1,0,0,3382.0,+7 years,15.0,2-8 weeks
2012-06-25,Arroios,38.7162,-9.13928,Entire home/apt,2,90.0,2,1125,1,316,168,17,2,2012-08-29,2022-08-31,4.78,4.84,2,1.37,3729.0,1.0,0,1,0,0,3668.0,+7 years,14.0,0-2 weeks
2012-05-12,Santa Maria Maior,38.71284,-9.13085,Entire home/apt,4,65.0,1,30,0,296,468,84,10,2013-01-27,2022-09-07,4.73,4.92,1,3.99,3773.0,1.0,0,0,0,1,3517.0,+7 years,7.0,0-2 weeks
2011-07-24,Santa Maria Maior,38.71135,-9.13616,Private room,1,66.0,2,1125,6,60,92,7,2,2012-06-02,2022-08-28,4.78,4.94,15,0.73,4066.0,1.0,0,1,1,0,3756.0,+7 years,17.0,2-8 weeks
2012-01-11,Santo Antnio,38.71665,-9.14627,Private room,2,55.0,5,1125,8,295,186,1,0,2012-03-19,2022-01-30,4.8,4.94,12,1.46,3895.0,1.0,0,1,0,1,3831.0,+7 years,227.0,6-12 months
2011-08-30,Estrela,38.70498,-9.17156,Entire home/apt,4,67.0,3,180,2,251,19,8,1,2012-08-26,2022-09-01,4.26,4.47,11,0.16,4029.0,1.0,1,1,1,0,3671.0,+7 years,13.0,0-2 weeks
2010-06-01,Misericrdia,38.70984,-9.14977,Entire home/apt,4,94.0,1,1125,4,257,147,20,2,2012-08-26,2022-09-08,4.37,4.68,7,1.2,4484.0,1.0,0,1,1,1,3671.0,+7 years,6.0,0-2 weeks
2012-01-11,Santo Antnio,38.71724,-9.14755,Private room,2,41.0,5,180,2,83,149,0,0,2012-04-01,2021-07-15,4.61,4.94,12,1.17,3895.0,1.0,0,1,1,1,3818.0,+7 years,426.0,1+ year
2012-05-15,Avenidas Novas,38.74524,-9.14776,Entire home/apt,3,55.0,2,120,1,145,219,13,2,2012-07-29,2022-08-21,4.87,4.71,2,1.78,3770.0,1.0,1,1,1,1,3699.0,+7 years,24.0,2-8 weeks
2012-06-28,Santa Maria Maior,38.71315,-9.12436,Entire home/apt,4,87.0,3,1125,6,333,362,57,3,2012-09-03,2022-08-29,4.8,4.92,1,2.96,3726.0,1.0,0,1,0,1,3663.0,+7 years,16.0,2-8 weeks
2011-09-15,Misericrdia,38.70691,-9.14846,Entire home/apt,2,65.0,3,190,0,183,187,18,1,2012-05-29,2022-08-27,4.66,4.88,1,1.49,4013.0,1.0,0,1,1,1,3760.0,+7 years,18.0,2-8 weeks
2012-05-19,Santa Maria Maior,38.71259,-9.12912,Entire home/apt,2,48.0,6,28,0,94,337,25,2,2012-06-29,2022-08-29,4.84,4.83,1,2.71,3766.0,1.0,0,1,1,0,3729.0,+7 years,16.0,2-8 weeks
2012-01-26,So Vicente,38.71337,-9.12548,Entire home/apt,6,140.0,4,90,4,325,116,9,2,2012-09-17,2022-09-01,4.65,4.87,5,0.95,3880.0,1.0,1,1,1,1,3649.0,+7 years,13.0,0-2 weeks
2012-06-28,Ericeira,38.9671,-9.41833,Entire home/apt,6,195.0,5,1125,13,95,39,7,1,2012-09-02,2022-09-03,4.76,4.92,11,0.32,3726.0,2.0,0,1,1,1,3664.0,+7 years,11.0,0-2 weeks
2012-05-19,Santa Maria Maior,38.71376,-9.1364,Entire home/apt,2,84.0,3,1125,3,252,414,56,5,2012-07-17,2022-09-10,4.92,4.93,1,3.35,3766.0,1.0,0,0,1,1,3711.0,+7 years,4.0,0-2 weeks
2012-05-23,Misericrdia,38.71095,-9.14837,Entire home/apt,4,159.0,2,180,6,170,86,32,3,2013-03-19,2022-09-02,4.7,4.91,3,0.74,3762.0,1.0,0,1,0,1,3466.0,+7 years,12.0,0-2 weeks
2013-03-30,Santa Maria Maior,38.71255,-9.12677,Entire home/apt,3,154.0,2,7,2,313,186,49,3,2012-09-19,2022-09-09,4.6,4.87,78,1.53,3451.0,0.0,0,1,1,0,3647.0,+7 years,5.0,0-2 weeks
2012-07-03,Carnide,38.75956,-9.19062,Entire home/apt,4,91.0,3,120,0,8,24,7,2,2012-11-08,2022-09-01,4.42,4.46,2,0.2,3721.0,1.0,0,1,0,0,3597.0,+7 years,13.0,0-2 weeks
2012-09-20,Santa Maria Maior,38.71326,-9.13509,Entire home/apt,4,91.0,3,90,4,272,203,53,2,2012-10-01,2022-08-25,4.94,4.97,1,1.67,3642.0,1.0,0,1,1,1,3635.0,+7 years,20.0,2-8 weeks
2011-06-21,Santa Maria Maior,38.71214,-9.12936,Entire home/apt,3,80.0,4,1125,3,220,349,21,5,2012-06-19,2022-09-09,4.74,4.87,8,2.8,4099.0,1.0,0,0,0,1,3739.0,+7 years,5.0,0-2 weeks
2012-09-21,Misericrdia,38.7107,-9.1435,Entire home/apt,4,101.0,2,1125,0,0,192,35,3,2013-01-29,2022-09-06,4.66,4.8,1,1.64,3641.0,1.0,0,1,0,1,3515.0,+7 years,8.0,0-2 weeks
2012-07-16,Arroios,38.73319,-9.13452,Private room,1,36.0,90,395,0,225,78,11,0,2013-03-24,2022-06-23,4.67,4.61,5,0.68,3708.0,1.0,0,0,0,0,3461.0,+7 years,83.0,2-6 months
2012-05-22,So Vicente,38.72068,-9.13157,Entire home/apt,2,163.0,2,1125,0,167,591,75,8,2012-08-13,2022-09-08,4.9,4.89,3,4.81,3763.0,1.0,0,1,1,0,3684.0,+7 years,6.0,0-2 weeks
2012-06-23,Cascais e Estoril,38.69778,-9.42152,Entire home/apt,2,157.0,5,1125,8,258,25,8,0,2013-07-18,2022-07-11,4.96,5.0,1,0.22,3731.0,2.0,1,1,1,1,3345.0,+7 years,65.0,2-6 months
2012-05-15,Avenidas Novas,38.73708,-9.14621,Entire home/apt,5,55.0,3,180,0,111,251,10,0,2013-06-01,2022-05-01,4.86,4.71,2,2.22,3770.0,2.0,1,1,1,1,3392.0,+7 years,136.0,2-6 months
2012-07-16,Arroios,38.73295,-9.13356,Private room,2,38.0,120,365,0,197,41,8,1,2013-08-15,2022-08-25,4.6,4.61,5,0.37,3708.0,1.0,0,0,0,0,3317.0,+7 years,20.0,2-8 weeks
2012-05-23,So Vicente,38.7144,-9.12395,Entire home/apt,3,120.0,4,45,0,0,309,0,0,2012-07-10,2021-03-28,4.84,4.85,13,2.49,3762.0,1.5,1,1,0,1,3718.0,+7 years,535.0,1+ year
2012-05-24,So Joo das Lampas e Terrugem,38.8475,-9.45225,Entire home/apt,4,75.0,3,120,0,209,141,15,0,2014-11-23,2022-06-29,4.79,4.92,1,1.48,3761.0,1.0,0,0,1,0,2852.0,+7 years,77.0,2-6 months
2012-05-29,Misericrdia,38.71176,-9.14704,Entire home/apt,2,100.0,3,1125,17,352,197,27,2,2012-09-20,2022-08-21,4.51,4.79,3,1.62,3756.0,1.0,0,1,0,1,3646.0,+7 years,24.0,2-8 weeks
2013-05-02,Santo Antnio,38.7178,-9.15326,Entire home/apt,4,87.0,3,15,1,137,216,25,1,2013-07-20,2022-08-21,4.54,4.8,1,1.94,3418.0,1.0,0,1,0,0,3343.0,+7 years,24.0,2-8 weeks
2012-09-26,Misericrdia,38.70783,-9.14617,Entire home/apt,6,58.0,2,30,1,273,249,43,6,2013-01-02,2022-09-11,4.79,4.91,1,2.11,3636.0,1.0,0,1,0,1,3542.0,+7 years,3.0,0-2 weeks
2012-07-16,Arroios,38.73189,-9.1346,Private room,2,38.0,3,365,0,296,86,9,2,2013-03-03,2022-08-25,4.62,4.58,5,0.74,3708.0,1.0,0,0,0,0,3482.0,+7 years,20.0,2-8 weeks
2012-09-30,Santa Maria Maior,38.71089,-9.13044,Entire home/apt,4,132.0,2,180,2,327,527,50,4,2012-12-08,2022-08-27,4.7,4.88,11,4.43,3632.0,1.0,0,1,1,0,3567.0,+7 years,18.0,2-8 weeks
2012-07-09,Misericrdia,38.71322,-9.1471,Entire home/apt,3,50.0,2,730,0,75,142,0,0,2013-09-20,2021-08-29,4.65,4.77,1,1.3,3715.0,1.0,0,1,1,0,3281.0,+7 years,381.0,1+ year
2012-05-24,Santa Maria Maior,38.71066,-9.12902,Entire home/apt,3,62.0,2,1125,3,207,331,64,2,2012-09-03,2022-08-30,4.7,4.89,1,2.71,3761.0,1.0,0,1,0,1,3663.0,+7 years,15.0,2-8 weeks
2012-07-15,Santo Antnio,38.72344,-9.14339,Entire home/apt,2,68.0,5,60,3,305,91,23,1,2016-10-09,2022-09-03,4.88,4.81,1,1.26,3709.0,1.0,0,1,0,0,2166.0,5 years - 6 years,11.0,0-2 weeks
2011-06-21,Santa Maria Maior,38.71212,-9.12934,Entire home/apt,2,77.0,4,1125,8,305,432,61,4,2012-08-10,2022-09-08,4.68,4.81,8,3.51,4099.0,1.0,0,1,1,1,3687.0,+7 years,6.0,0-2 weeks
2011-07-05,Misericrdia,38.71133,-9.14796,Entire home/apt,3,107.0,4,180,1,298,454,40,3,2012-06-22,2022-09-11,4.88,4.9,4,3.64,4085.0,1.0,0,1,0,0,3736.0,+7 years,3.0,0-2 weeks
2012-09-30,Misericrdia,38.70933,-9.15136,Entire home/apt,2,120.0,3,1125,4,329,314,16,4,2012-10-28,2022-09-11,4.8,4.76,2,2.61,3632.0,1.0,1,1,1,1,3608.0,+7 years,3.0,0-2 weeks
2011-09-07,Santa Maria Maior,38.7126,-9.12791,Entire home/apt,2,50.0,2,1125,4,216,329,13,0,2012-07-29,2022-02-04,4.48,4.78,2,2.67,4021.0,1.0,0,0,0,0,3699.0,+7 years,222.0,6-12 months
2011-08-03,Santa Maria Maior,38.71091,-9.13784,Entire home/apt,5,164.0,2,365,4,288,84,16,0,2013-03-18,2022-08-07,4.9,4.98,16,0.73,4056.0,2.0,1,1,0,1,3467.0,+7 years,38.0,2-8 weeks
2011-04-14,Alvalade,38.74942,-9.13141,Private room,2,45.0,1,1125,11,302,34,9,2,2014-11-30,2022-08-31,4.3,4.55,7,0.36,4167.0,1.0,0,0,1,0,2845.0,+7 years,14.0,0-2 weeks
2012-05-29,Misericrdia,38.71361,-9.14689,Entire home/apt,3,103.0,3,360,10,316,227,30,0,2012-06-12,2022-07-18,4.59,4.78,3,1.82,3756.0,1.0,0,1,0,1,3746.0,+7 years,58.0,2-6 months
2012-10-03,Misericrdia,38.7111,-9.14451,Entire home/apt,4,60.0,1,1125,0,270,138,0,0,2013-05-25,2021-09-13,4.59,4.87,1,1.22,3629.0,1.0,0,0,0,0,3399.0,+7 years,366.0,1+ year
2012-10-04,Areeiro,38.74346,-9.14105,Entire home/apt,8,108.0,3,1125,4,320,45,4,4,2012-12-03,2022-09-08,4.73,4.84,1,0.38,3628.0,1.0,0,1,1,1,3572.0,+7 years,6.0,0-2 weeks
2011-10-11,Misericrdia,38.71288,-9.15278,Entire home/apt,3,80.0,3,120,0,199,51,0,0,2014-04-22,2019-09-07,4.8,4.78,2,0.5,3987.0,1.0,0,1,0,0,3067.0,+7 years,1103.0,1+ year
2012-07-17,Misericrdia,38.71158,-9.14377,Entire home/apt,2,114.0,2,365,2,14,129,14,4,2012-08-12,2022-08-30,4.82,4.91,10,1.05,3707.0,1.0,0,1,0,0,3685.0,+7 years,15.0,2-8 weeks
2012-10-09,Misericrdia,38.70952,-9.15025,Entire home/apt,2,62.0,4,10,1,14,378,48,3,2012-08-16,2022-08-29,4.67,4.81,2,3.08,3623.0,1.0,0,1,1,0,3681.0,+7 years,16.0,2-8 weeks
2012-06-09,Ajuda,38.70846,-9.19649,Private room,2,60.0,1,1125,10,343,302,47,4,2013-09-05,2022-09-12,4.81,4.63,1,2.75,3745.0,1.0,0,1,0,0,3296.0,+7 years,2.0,0-2 weeks
2012-10-14,Misericrdia,38.71048,-9.14336,Entire home/apt,2,105.0,2,10,5,135,23,4,4,2013-08-22,2022-09-10,4.9,5.0,1,0.21,3618.0,1.0,0,1,1,1,3310.0,+7 years,4.0,0-2 weeks
2011-06-30,Igreja Nova e Cheleiros,38.89013,-9.31186,Entire home/apt,2,60.0,2,90,0,198,44,0,0,2013-03-26,2020-09-11,4.59,4.82,4,0.38,4090.0,1.0,0,0,0,1,3459.0,+7 years,733.0,1+ year
2012-06-12,Colares,38.793427,-9.456393,Entire home/apt,4,83.0,3,60,15,79,61,5,2,2012-08-17,2022-09-03,4.84,4.64,3,0.5,3742.0,1.0,0,1,1,0,3680.0,+7 years,11.0,0-2 weeks
2012-10-15,Carcavelos e Parede,38.68655,-9.3435,Entire home/apt,6,169.0,4,45,10,325,74,26,2,2013-04-09,2022-08-25,4.64,4.89,1,0.64,3617.0,3.0,0,1,0,1,3445.0,+7 years,20.0,2-8 weeks
2013-07-17,Misericrdia,38.71175,-9.1441,Entire home/apt,5,69.0,3,90,6,310,120,18,1,2012-08-21,2022-08-24,4.47,4.71,4,0.98,3342.0,1.5,0,0,0,1,3676.0,+7 years,21.0,2-8 weeks
2013-07-17,Misericrdia,38.71509,-9.14644,Entire home/apt,11,150.0,3,30,17,314,66,8,0,2012-09-19,2022-08-10,4.58,4.73,4,0.54,3342.0,3.0,0,0,0,1,3647.0,+7 years,35.0,2-8 weeks
2011-08-03,Santa Maria Maior,38.71326,-9.13773,Entire home/apt,8,188.0,2,360,4,287,222,54,3,2013-01-22,2022-09-05,4.91,4.95,16,1.89,4056.0,2.0,1,1,0,1,3522.0,+7 years,9.0,0-2 weeks
2012-10-16,Santo Isidoro,39.0115,-9.41648,Entire home/apt,9,160.0,5,1125,15,323,77,8,1,2013-05-05,2022-08-22,4.91,4.67,2,0.68,3616.0,3.0,1,1,1,1,3419.0,+7 years,23.0,2-8 weeks
2011-06-30,Igreja Nova e Cheleiros,38.89141,-9.31065,Entire home/apt,4,120.0,2,1125,0,165,13,0,0,2015-08-08,2021-07-19,4.46,4.54,4,0.15,4090.0,2.0,0,0,0,1,2594.0,+7 years,422.0,1+ year
2012-07-22,Misericrdia,38.71104064838292,-9.145232477404852,Entire home/apt,2,80.0,4,30,3,103,204,17,2,2012-08-20,2022-09-04,4.86,4.82,1,1.66,3702.0,1.0,0,1,1,0,3677.0,+7 years,10.0,0-2 weeks
2011-08-03,Santa Maria Maior,38.71127,-9.13762,Entire home/apt,8,192.0,2,730,4,275,114,33,3,2012-08-03,2022-08-28,4.95,4.97,16,0.93,4056.0,2.0,0,1,0,1,3694.0,+7 years,17.0,2-8 weeks
2012-10-09,Misericrdia,38.70953,-9.15028,Entire home/apt,2,62.0,4,10,1,27,363,46,4,2012-09-14,2022-09-10,4.72,4.81,2,2.98,3623.0,1.0,0,1,1,0,3652.0,+7 years,4.0,0-2 weeks
2012-07-16,Arroios,38.73204,-9.13374,Private room,1,30.0,30,365,0,225,55,4,1,2013-03-22,2022-08-19,4.64,4.6,5,0.48,3708.0,1.0,0,0,0,0,3463.0,+7 years,26.0,2-8 weeks
2012-07-23,Santa Maria Maior,38.71386,-9.13664,Entire home/apt,6,75.0,2,1125,2,315,354,0,0,2012-08-12,2020-08-14,4.57,4.92,2,2.88,3701.0,2.0,0,1,0,1,3685.0,+7 years,761.0,1+ year
2011-08-28,Misericrdia,38.71033,-9.14651,Entire home/apt,7,110.0,3,180,2,308,297,62,4,2012-09-25,2022-09-03,4.55,4.84,21,2.45,4031.0,1.0,0,1,0,0,3641.0,+7 years,11.0,0-2 weeks
2012-10-23,Santa Maria Maior,38.71152,-9.13578,Entire home/apt,6,165.0,1,1125,4,300,72,31,1,2013-01-01,2022-08-21,4.07,4.91,292,0.61,3609.0,2.0,0,0,0,1,3543.0,+7 years,24.0,2-8 weeks
2012-07-27,Cascais e Estoril,38.701,-9.43206,Entire home/apt,3,85.0,5,60,0,256,50,2,0,2012-08-11,2021-11-14,4.74,4.61,1,0.41,3697.0,1.0,0,1,1,0,3686.0,+7 years,304.0,6-12 months
2011-08-01,Santa Maria Maior,38.71046,-9.13134,Entire home/apt,4,150.0,2,30,5,326,460,80,4,2012-08-23,2022-09-07,4.87,4.94,3,3.76,4058.0,1.0,0,1,1,1,3674.0,+7 years,7.0,0-2 weeks
2011-06-11,Cascais e Estoril,38.69846,-9.42232,Entire home/apt,4,152.0,1,1125,7,11,24,7,1,2014-08-21,2022-08-27,4.42,4.91,37,0.24,4109.0,1.0,1,1,0,1,2946.0,+7 years,18.0,2-8 weeks
2012-06-19,Santa Maria Maior,38.71656,-9.13428,Entire home/apt,4,87.0,7,90,3,121,48,5,2,2015-04-30,2022-09-01,4.67,4.93,1,0.53,3735.0,1.0,0,1,0,1,2694.0,+7 years,13.0,0-2 weeks
2012-10-27,Alvalade,38.74996,-9.13358,Entire home/apt,3,100.0,7,21,0,255,10,1,1,2014-05-30,2022-09-04,4.56,4.22,1,0.1,3605.0,2.0,0,1,0,0,3029.0,+7 years,10.0,0-2 weeks
2011-02-11,Estrela,38.70926,-9.16124,Entire home/apt,2,92.0,3,7,4,6,316,1,1,2012-08-17,2022-09-01,4.81,4.59,8,2.58,4229.0,1.0,0,1,0,1,3680.0,+7 years,13.0,0-2 weeks
2012-06-20,Cascais e Estoril,38.69392,-9.37232,Entire home/apt,5,90.0,4,30,0,181,95,10,1,2013-08-22,2022-08-26,4.87,4.78,1,0.86,3734.0,2.0,0,1,1,0,3310.0,+7 years,19.0,2-8 weeks
2012-08-05,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80044,-9.393,Entire home/apt,6,65.0,3,30,2,283,92,2,1,2012-09-22,2022-09-10,4.62,4.89,1,0.76,3688.0,1.0,1,1,0,0,3644.0,+7 years,4.0,0-2 weeks
2011-07-15,Santa Maria Maior,38.71274,-9.13625,Entire home/apt,4,106.0,4,30,4,99,362,22,2,2012-12-19,2022-08-29,4.85,4.94,2,3.05,4075.0,1.5,0,1,0,1,3556.0,+7 years,16.0,2-8 weeks
2012-06-22,Colares,38.8218,-9.4704,Private room,15,65.0,2,1125,17,340,47,18,0,2012-08-09,2022-08-13,4.6,4.83,2,0.38,3732.0,4.0,0,0,1,1,3688.0,+7 years,32.0,2-8 weeks
2012-10-31,Alvalade,38.74552,-9.14223,Entire home/apt,1,65.0,5,120,0,221,37,5,0,2013-05-08,2022-07-02,4.89,4.83,1,0.32,3601.0,1.0,0,1,0,0,3416.0,+7 years,74.0,2-6 months
2012-08-08,Misericrdia,38.71246,-9.14655,Entire home/apt,4,63.0,5,365,2,26,238,15,1,2012-08-31,2022-08-28,4.87,4.88,1,1.95,3685.0,1.0,0,1,1,0,3666.0,+7 years,17.0,2-8 weeks
2012-06-23,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",39.10096,-9.28196,Entire home/apt,4,60.0,3,30,11,346,34,7,3,2016-08-28,2022-08-30,4.62,4.73,1,0.46,3731.0,1.0,0,1,1,1,2208.0,+7 years,15.0,2-8 weeks
2012-12-09,Santa Maria Maior,38.71266,-9.12852,Entire home/apt,4,115.0,4,120,2,215,359,20,2,2013-01-09,2022-08-19,4.8,4.84,2,3.05,3562.0,1.5,0,1,0,1,3535.0,+7 years,26.0,2-8 weeks
2012-08-08,Cascais e Estoril,38.7331,-9.44911,Private room,2,45.0,1,28,0,224,77,0,0,2012-09-27,2020-10-19,4.87,4.68,1,0.63,3685.0,1.0,0,0,1,0,3639.0,+7 years,695.0,1+ year
2012-12-06,Misericrdia,38.71388,-9.14513,Entire home/apt,4,25.0,1,1124,0,249,115,1,0,2016-10-09,2022-05-16,4.39,4.69,2,1.59,3565.0,1.0,0,0,0,0,2166.0,5 years - 6 years,121.0,2-6 months
2012-11-01,Misericrdia,38.71192,-9.14714,Entire home/apt,2,75.0,3,30,2,192,505,42,1,2012-12-31,2022-09-04,4.93,4.87,2,4.27,3600.0,1.0,0,1,1,0,3544.0,+7 years,10.0,0-2 weeks
2012-08-10,Arroios,38.7171,-9.13787,Entire home/apt,2,110.0,4,1125,4,63,25,0,0,2012-09-17,2019-04-22,4.48,4.64,7,0.21,3683.0,1.0,0,1,0,0,3649.0,+7 years,1241.0,1+ year
2018-09-04,Santa Maria Maior,38.71148,-9.12883,Entire home/apt,4,87.0,3,90,1,63,209,25,5,2013-04-07,2022-09-09,4.66,4.8,7,1.82,1467.0,1.0,0,1,0,0,3447.0,+7 years,5.0,0-2 weeks
2012-05-27,Santa Maria Maior,38.71007,-9.13204,Entire home/apt,8,109.0,2,1125,5,316,347,29,3,2013-01-02,2022-09-06,4.48,4.81,11,2.94,3758.0,1.0,0,1,1,1,3542.0,+7 years,8.0,0-2 weeks
2012-05-14,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69555,-9.29309,Entire home/apt,6,120.0,3,1125,14,177,25,5,2,2013-07-27,2022-08-26,4.58,4.88,55,0.22,3771.0,2.0,0,1,0,0,3336.0,+7 years,19.0,2-8 weeks
2012-11-03,Estrela,38.7081,-9.15604,Entire home/apt,3,78.0,30,1125,0,277,243,1,0,2013-08-27,2022-06-07,4.57,4.42,1,2.21,3598.0,1.0,0,1,1,1,3305.0,+7 years,99.0,2-6 months
