host_since,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_location,calculated_host_listings_count,reviews_per_month,bathrooms,Air conditioning,TV,Extra pillows and blankets,Heating
2014-10-02,Parque das Naes,38.75744,-9.0945,Entire home/apt,5,120.0,2,365,4,41,6,6,1,2022-06-12,2022-08-15,4.83,4.83,3,1.91,2.0,0,1,1,1
2021-10-13,Misericrdia,38.709373,-9.152758,Entire home/apt,2,99.0,2,27,5,294,9,9,3,2022-05-24,2022-08-29,4.11,4.89,1,2.37,1.0,1,0,0,0
2021-06-29,Carvoeira,38.95181,-9.41349,Entire home/apt,4,80.0,3,365,16,31,7,7,1,2022-05-23,2022-09-04,4.57,4.86,1,1.83,1.0,0,1,1,0
2021-12-20,Avenidas Novas,38.74733,-9.15418,Entire home/apt,4,117.0,2,1125,5,340,4,4,0,2022-06-04,2022-07-21,3.75,4.25,11,1.17,1.0,0,1,1,1
2018-08-28,Estrela,38.70973,-9.17188,Private room,1,35.0,2,365,0,259,8,8,0,2022-05-23,2022-07-25,4.38,4.25,1,2.09,1.0,0,1,0,0
2014-08-20,Santa Maria Maior,38.71255,-9.12887,Entire home/apt,4,75.0,1,365,15,165,11,11,1,2022-05-26,2022-08-15,3.91,4.73,23,2.95,1.0,0,0,1,0
2019-08-10,Moscavide e Portela,38.776878,-9.103424,Entire home/apt,6,99.0,1,365,14,67,33,33,5,2022-05-25,2022-08-30,4.27,4.39,8,8.76,1.0,0,0,1,0
2016-05-04,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68454,-9.32218,Private room,1,35.0,4,365,0,0,3,3,0,2022-06-26,2022-07-31,4.67,4.67,18,1.11,1.0,0,1,0,0
2017-11-02,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.70787,-9.30804,Entire home/apt,3,65.0,2,1125,5,340,5,5,1,2022-05-28,2022-08-21,4.8,5.0,1,1.36,1.0,0,0,0,0
2022-05-12,Misericrdia,38.71159,-9.15126,Entire home/apt,4,95.0,30,1125,0,271,1,1,0,2022-08-07,2022-08-07,4.0,5.0,1,0.77,2.0,1,1,1,0
2016-06-06,Santo Antnio,38.72282,-9.148946,Entire home/apt,6,154.0,3,180,0,313,5,5,2,2022-07-13,2022-08-22,4.2,5.0,101,2.34,1.0,0,1,0,0
2013-07-17,Estrela,38.70715,-9.17373,Entire home/apt,4,96.0,5,25,2,18,2,2,1,2022-07-30,2022-08-31,5.0,4.5,1,1.28,1.0,0,0,0,0
2017-02-09,Penha de Frana,38.731773,-9.128775,Entire home/apt,4,97.0,2,365,4,296,11,11,4,2022-05-28,2022-09-04,4.91,4.91,16,3.0,1.5,0,1,1,0
2019-10-26,Estrela,38.71335043095791,-9.164422556598538,Entire home/apt,5,77.0,1,365,1,299,6,6,6,2022-08-20,2022-09-12,4.17,4.67,1,6.0,1.0,0,1,0,1
2017-06-22,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69105477249615,-9.301792308584636,Entire home/apt,3,81.0,1,1125,2,217,12,12,2,2022-06-22,2022-08-29,4.75,4.67,1,4.24,1.0,0,1,0,0
2022-05-11,Estrela,38.70922,-9.15829,Entire home/apt,6,150.0,2,30,5,115,2,2,0,2022-05-29,2022-06-08,4.5,5.0,1,0.55,1.0,0,1,0,0
2016-04-26,Belm,38.697777,-9.194807,Entire home/apt,4,50.0,32,1125,1,269,1,1,0,2022-07-18,2022-07-18,5.0,5.0,2,0.52,2.0,0,0,0,0
2021-12-20,Alcntara,38.69879,-9.19,Entire home/apt,4,97.0,2,1125,17,348,3,3,3,2022-08-18,2022-09-04,4.33,4.33,11,3.0,1.0,0,1,1,1
2022-05-15,So Joo das Lampas e Terrugem,38.869476,-9.429216,Entire home/apt,4,67.0,3,365,17,352,9,9,1,2022-06-19,2022-09-06,5.0,4.89,1,3.07,1.0,0,1,0,0
2021-05-12,Estrela,38.71029,-9.15843,Entire home/apt,6,123.0,3,365,0,320,11,11,2,2022-05-30,2022-08-29,4.55,4.73,10,3.06,1.0,0,1,0,0
2018-07-15,Alcabideche,38.71451,-9.42212,Private room,2,67.0,1,365,12,345,5,5,1,2022-06-22,2022-08-27,4.8,4.6,9,1.76,1.0,1,1,0,0
2014-05-01,Misericrdia,38.71097,-9.1467,Private room,2,60.0,1,365,20,38,23,23,5,2022-05-29,2022-09-10,4.26,5.0,24,6.33,1.0,0,0,0,0
2018-01-21,Ajuda,38.70271,-9.20041,Entire home/apt,4,97.0,2,365,1,241,13,13,5,2022-06-04,2022-09-08,4.69,4.69,9,3.79,1.0,0,1,1,1
2012-10-23,Ericeira,38.96538,-9.39595,Entire home/apt,6,183.0,1,1125,29,364,4,4,0,2022-07-03,2022-08-04,2.75,3.75,292,1.64,1.0,0,1,0,0
2016-10-23,Santo Quintino,39.00212,-9.18642,Private room,2,75.0,3,10,28,351,6,6,3,2022-07-27,2022-09-05,4.83,4.67,1,3.6,1.5,0,1,1,0
2022-05-16,Estrela,38.70809,-9.15468,Entire home/apt,2,30.0,30,1125,3,251,1,1,1,2022-08-30,2022-08-30,3.0,5.0,1,1.0,1.0,0,1,0,1
2022-04-06,Arroios,38.7331,-9.1414,Entire home/apt,4,169.0,3,365,8,343,3,3,0,2022-05-31,2022-07-05,4.33,4.67,21,0.84,1.0,1,1,0,0
2019-07-22,Arroios,38.73207,-9.13532,Private room,3,30.0,10,365,1,328,1,1,0,2022-08-10,2022-08-10,5.0,5.0,19,0.83,1.0,0,0,1,1
2017-09-05,Santa Maria Maior,38.70982,-9.12988,Entire home/apt,1,25.0,2,365,2,250,13,13,2,2022-06-07,2022-08-24,4.54,4.85,5,3.9,1.0,0,1,0,0
2016-11-09,Ericeira,38.981609,-9.413575,Entire home/apt,4,100.0,2,1125,0,75,4,4,0,2022-06-08,2022-08-09,4.0,4.0,2,1.21,1.0,1,1,0,0
2016-08-02,So Vicente,38.72187,-9.12431,Entire home/apt,4,100.0,1,9,15,350,3,3,0,2022-05-28,2022-06-27,4.33,4.33,1,0.82,1.0,0,0,0,0
2014-10-02,Parque das Naes,38.77918,-9.09719,Entire home/apt,5,110.0,2,365,14,64,8,8,1,2022-05-17,2022-08-21,4.88,4.63,3,1.98,2.0,1,1,1,0
2017-02-15,Areeiro,38.74256,-9.1299,Entire home/apt,6,111.0,5,365,17,352,3,3,0,2022-07-02,2022-08-02,5.0,5.0,14,1.2,2.0,0,1,1,0
2017-05-12,Carcavelos e Parede,38.69629,-9.35893,Private room,2,45.0,2,365,22,357,2,2,1,2022-08-11,2022-08-23,4.5,4.5,18,1.76,1.0,0,1,0,0
2019-11-14,Penha de Frana,38.735718419642936,-9.130092209915672,Entire home/apt,3,75.0,2,365,3,319,4,4,0,2022-07-06,2022-07-25,5.0,4.5,1,1.69,1.0,0,1,1,0
2014-01-20,Estrela,38.70518,-9.16657,Private room,1,36.0,1,365,6,175,17,17,4,2022-05-18,2022-09-11,4.65,4.76,23,4.25,2.0,0,0,1,0
2022-05-16,Ajuda,38.70289,-9.20157,Entire home/apt,3,143.0,1,27,18,111,4,4,0,2022-06-13,2022-07-10,4.75,3.75,1,1.28,1.0,0,1,1,0
2012-02-15,Alcabideche,38.71574,-9.4147,Entire home/apt,5,108.0,3,365,17,351,2,2,1,2022-06-22,2022-08-21,4.0,3.0,199,0.71,1.0,0,1,0,0
2019-12-15,Santo Isidoro,38.99803,-9.3997,Entire home/apt,4,80.0,3,1125,0,0,6,6,3,2022-07-14,2022-09-04,4.67,4.83,1,2.86,1.0,0,1,1,0
2022-05-12,Arroios,38.73562,-9.13212,Private room,1,39.0,1,365,13,348,14,14,5,2022-05-20,2022-08-28,4.57,4.86,2,3.56,1.0,0,1,0,0
2022-05-12,Ericeira,38.96167,-9.41494,Entire home/apt,4,160.0,4,60,2,221,12,12,1,2022-06-16,2022-08-17,5.0,5.0,1,3.96,1.0,0,1,1,0
2018-03-26,Santa Maria Maior,38.71478,-9.1348,Entire home/apt,2,192.0,2,365,3,328,21,21,6,2022-06-04,2022-09-07,4.86,4.76,10,6.12,1.0,0,1,1,1
2022-05-12,Estrela,38.70387,-9.16353,Entire home/apt,2,71.0,1,1125,9,344,15,15,3,2022-05-17,2022-09-05,4.27,4.8,1,3.72,1.0,0,0,0,1
2016-10-27,Santa Maria Maior,38.71167,-9.12976,Entire home/apt,4,120.0,2,30,5,337,15,15,7,2022-07-04,2022-09-09,4.2,4.87,6,6.16,1.0,0,1,1,0
2016-10-13,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.795834,-9.391064,Entire home/apt,4,139.0,3,28,23,95,11,11,4,2022-06-06,2022-09-10,4.91,5.0,22,3.3,1.0,0,0,1,0
2022-05-01,Santo Antnio,38.72759,-9.14502,Private room,2,31.0,1,365,4,291,24,24,6,2022-05-30,2022-09-09,4.21,4.54,5,6.67,1.5,0,1,0,0
2022-05-21,Carvoeira,38.9522,-9.41261,Entire home/apt,4,93.0,3,1125,14,144,7,7,3,2022-07-11,2022-09-06,4.86,4.86,1,3.18,2.0,0,1,0,0
2019-01-16,Penha de Frana,38.73377284696063,-9.130257154750677,Private room,2,40.0,2,365,17,59,2,2,1,2022-06-04,2022-08-29,5.0,4.0,19,0.58,1.0,0,1,0,0
2014-08-21,Olivais,38.76996612548828,-9.107885360717772,Entire home/apt,5,102.0,3,15,17,347,3,3,2,2022-08-11,2022-08-20,5.0,5.0,2,2.65,1.0,1,1,1,0
2022-03-18,So Vicente,38.716675,-9.121531,Private room,2,51.0,1,365,4,306,36,36,8,2022-05-29,2022-09-13,4.86,4.81,6,9.91,2.0,0,1,1,1
2022-03-18,So Vicente,38.716675,-9.121531,Private room,2,52.0,1,365,2,310,35,35,9,2022-05-30,2022-09-13,4.97,4.86,6,9.72,2.0,1,1,1,0
2022-05-22,Ajuda,38.704563,-9.192876,Entire home/apt,2,101.0,2,365,12,345,7,7,1,2022-06-12,2022-09-07,4.0,3.86,1,2.21,1.0,0,0,0,1
2022-05-20,So Vicente,38.71534945727968,-9.120406153185344,Entire home/apt,4,150.0,2,365,22,82,5,5,4,2022-06-27,2022-09-10,4.4,4.6,2,1.88,2.0,0,1,0,0
2014-11-25,So Vicente,38.71859,-9.12883,Entire home/apt,2,90.0,4,365,3,3,6,6,0,2022-06-12,2022-07-29,5.0,5.0,1,1.89,1.0,0,0,0,0
2022-05-12,Alcntara,38.70783,-9.17509,Entire home/apt,2,77.0,2,1125,6,341,11,11,1,2022-05-22,2022-09-07,4.18,4.18,1,2.84,1.0,1,1,0,1
2018-07-15,Alcabideche,38.71361,-9.42208,Private room,2,62.0,1,1125,28,317,5,5,2,2022-06-08,2022-08-23,4.4,4.4,9,1.52,1.0,0,1,0,0
2012-09-08,A dos Cunhados e Maceira,39.17421,-9.32172,Entire home/apt,6,45.0,3,31,18,341,6,6,0,2022-06-13,2022-08-10,5.0,4.83,1,1.94,1.5,0,1,0,0
2019-01-16,So Vicente,38.71468845462031,-9.122470365304496,Entire home/apt,6,148.0,1,365,1,320,1,1,0,2022-07-26,2022-07-26,5.0,5.0,19,0.59,1.0,0,1,0,0
2019-01-16,Penha de Frana,38.73326321566546,-9.129073433078824,Private room,3,70.0,1,365,23,119,1,1,1,2022-08-23,2022-08-23,5.0,5.0,19,1.0,2.0,0,1,0,0
2019-01-16,Penha de Frana,38.733390347759226,-9.130212782907783,Private room,2,38.0,1,365,0,0,2,2,0,2022-05-27,2022-06-01,4.5,5.0,19,0.54,2.0,0,1,0,0
2019-01-16,Penha de Frana,38.73347142840133,-9.130402445401636,Private room,3,70.0,1,365,18,116,2,2,1,2022-05-26,2022-08-23,5.0,5.0,19,0.54,1.0,0,1,0,0
2021-06-04,Arroios,38.73398,-9.13328,Private room,2,59.0,1,365,14,342,14,14,7,2022-06-10,2022-09-06,4.36,4.43,11,4.33,2.0,0,1,0,0
2021-06-04,Arroios,38.73206,-9.13276,Private room,3,70.0,1,365,14,342,15,15,6,2022-06-01,2022-09-12,4.6,4.67,11,4.25,2.0,0,1,0,0
2018-07-15,Alcabideche,38.71562,-9.42323,Private room,2,58.0,1,1125,12,345,1,1,0,2022-06-09,2022-06-09,5.0,5.0,9,0.31,2.0,1,1,0,0
2017-01-23,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.696411,-9.29221,Entire home/apt,6,180.0,3,45,0,0,4,4,1,2022-07-22,2022-08-19,5.0,5.0,1,2.18,1.0,0,1,0,0
2018-07-15,Alcabideche,38.71575,-9.42239,Private room,2,54.0,1,1125,23,353,2,2,1,2022-06-26,2022-08-26,5.0,5.0,9,0.74,2.0,1,1,0,0
2018-07-15,Alcabideche,38.7143,-9.42216,Private room,2,55.0,1,1125,24,356,12,12,1,2022-06-08,2022-08-21,4.75,4.75,9,3.64,2.0,1,1,0,0
2022-05-16,Santa Maria Maior,38.7162,-9.13259,Entire home/apt,6,142.0,2,270,9,249,1,1,0,2022-06-04,2022-06-04,5.0,5.0,1,0.29,1.0,0,0,0,0
2016-06-21,Venteira,38.75785,-9.24034,Entire home/apt,2,50.0,30,90,0,256,2,2,1,2022-08-13,2022-08-27,5.0,4.5,1,1.87,1.0,0,1,1,0
2021-06-04,Arroios,38.73216,-9.13312,Private room,1,36.0,1,365,13,341,23,23,5,2022-05-24,2022-09-10,4.78,4.96,11,6.11,1.0,0,1,0,0
2015-12-13,Arroios,38.72432,-9.13224,Entire home/apt,11,155.0,1,365,18,353,20,20,5,2022-05-20,2022-09-05,4.1,4.25,1,5.08,1.0,0,1,1,0
2022-03-18,So Vicente,38.71704,-9.12258,Private room,2,48.0,1,365,1,306,36,36,11,2022-05-29,2022-09-07,5.0,4.78,6,9.91,2.0,0,1,1,0
2017-04-02,Arroios,38.73423,-9.13263,Private room,2,42.0,1,1125,9,334,16,16,3,2022-05-29,2022-08-31,4.81,4.69,7,4.4,2.0,0,1,0,0
2017-04-02,Arroios,38.7324,-9.13281,Private room,2,50.0,1,1125,10,340,18,18,3,2022-05-27,2022-08-26,4.28,4.5,7,4.86,0.0,0,1,0,0
2017-04-02,Arroios,38.73429,-9.13328,Private room,2,59.0,1,1125,22,352,6,6,1,2022-05-28,2022-08-20,4.5,4.83,7,1.64,2.0,0,1,0,0
2012-05-23,Santa Maria Maior,38.710518,-9.137047,Entire home/apt,5,200.0,4,45,2,271,17,17,3,2022-06-04,2022-09-02,4.94,5.0,13,4.95,1.0,1,1,0,1
2020-01-28,Ericeira,38.96208,-9.41044,Entire home/apt,2,85.0,3,365,30,365,1,1,1,2022-08-27,2022-08-27,5.0,5.0,1,1.0,0.5,0,0,0,0
2018-11-14,Belm,38.69586,-9.21839,Entire home/apt,4,150.0,3,1125,0,320,11,11,4,2022-05-30,2022-09-04,5.0,4.82,8,3.08,1.5,0,1,0,1
2022-05-16,Silveira,39.11042,-9.35845,Entire home/apt,4,65.0,2,365,21,325,7,7,0,2022-05-29,2022-07-03,5.0,5.0,1,1.94,1.0,0,1,0,0
2016-05-30,Santa Clara,38.78211,-9.1488,Entire home/apt,6,190.0,2,365,17,51,3,3,1,2022-06-12,2022-09-10,5.0,4.67,8,0.96,2.0,0,1,1,0
2017-09-01,Silveira,39.11853,-9.38742,Entire home/apt,8,180.0,3,1125,30,340,1,1,1,2022-08-17,2022-08-17,5.0,5.0,1,1.0,2.5,0,1,0,0
2021-10-25,Estrela,38.70657,-9.16148,Entire home/apt,3,146.0,1,31,10,156,8,8,2,2022-06-21,2022-08-27,4.75,4.75,8,2.79,1.0,0,1,0,0
2014-01-20,Estrela,38.70496,-9.16671,Private room,1,33.0,1,30,1,153,15,15,5,2022-06-07,2022-09-10,4.87,4.73,23,4.5,2.0,0,0,0,1
2014-08-15,Marvila,38.744301,-9.100814,Entire home/apt,4,110.0,1,365,16,342,11,11,5,2022-06-09,2022-09-11,4.91,4.82,2,3.4,1.0,0,1,1,1
2014-05-06,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.81294,-9.36325,Entire home/apt,4,63.0,2,365,10,345,5,5,1,2022-06-19,2022-08-21,4.8,4.0,1,1.72,1.0,0,1,0,0
2012-10-23,Estrela,38.71001,-9.15998,Entire home/apt,4,143.0,1,1125,12,255,2,2,0,2022-07-23,2022-08-02,5.0,4.0,292,1.11,2.0,1,1,0,0
2012-10-23,Santa Maria Maior,38.70888,-9.12914,Entire home/apt,2,158.0,1,1125,13,339,9,9,2,2022-06-01,2022-08-27,5.0,5.0,292,2.55,1.0,0,1,0,0
2012-10-23,Santa Maria Maior,38.71265,-9.1336,Entire home/apt,2,119.0,1,1125,5,307,8,8,1,2022-06-23,2022-08-28,4.75,4.63,292,2.86,1.0,0,1,0,0
2017-03-12,Misericrdia,38.71256,-9.15102,Private room,1,40.0,2,365,12,330,13,13,3,2022-07-03,2022-09-05,4.62,4.85,3,5.27,1.0,0,1,0,0
2017-03-12,Misericrdia,38.71137,-9.15046,Private room,1,47.0,2,365,6,262,11,11,3,2022-07-03,2022-09-08,4.55,4.82,3,4.46,1.0,0,1,0,0
2014-02-23,Alcabideche,38.719715,-9.420647,Entire home/apt,4,80.0,1,365,21,354,6,6,4,2022-08-04,2022-09-04,5.0,4.33,1,4.29,1.0,0,1,1,0
2017-04-02,Arroios,38.73426,-9.13277,Private room,1,31.0,1,1125,3,324,16,16,3,2022-05-28,2022-09-02,4.81,4.69,7,4.4,2.0,0,1,0,0
2021-09-11,Venteira,38.75885,-9.2411,Private room,1,30.0,5,1125,0,234,6,6,3,2022-07-08,2022-09-01,4.83,4.17,13,2.65,2.0,0,1,1,0
2018-07-12,Lourinh e Atalaia,39.28234,-9.30221,Entire home/apt,3,80.0,4,30,10,141,2,2,1,2022-08-02,2022-08-16,4.0,5.0,2,1.4,1.0,0,1,0,1
2016-09-01,Alcntara,38.703945,-9.177832,Entire home/apt,2,90.0,3,365,2,65,3,3,2,2022-06-25,2022-09-10,4.67,5.0,3,1.1,1.5,0,1,0,1
2016-01-05,Misericrdia,38.70958,-9.15276,Entire home/apt,2,60.0,3,7,2,193,9,9,4,2022-06-06,2022-09-11,5.0,4.89,4,2.67,1.0,0,0,0,1
2017-02-15,Penha de Frana,38.73238,-9.128773,Private room,3,59.0,3,365,22,357,3,3,0,2022-06-07,2022-08-03,4.0,3.0,14,0.9,2.0,0,0,0,0
2017-03-19,Beato,38.72977,-9.10991,Entire home/apt,3,160.0,14,365,1,334,3,3,1,2022-06-25,2022-09-08,5.0,5.0,1,1.11,1.0,1,1,0,0
2019-06-11,Ribamar,39.19844130400429,-9.34643101692199,Entire home/apt,6,150.0,4,30,7,272,1,1,1,2022-08-24,2022-08-24,5.0,5.0,1,1.0,2.0,0,1,1,0
2019-02-27,Arroios,38.73251,-9.13441,Private room,1,46.0,2,14,0,53,4,4,0,2022-06-15,2022-07-16,4.75,5.0,1,1.3,1.5,0,1,0,0
2017-04-02,Arroios,38.73349,-9.1332,Private room,2,52.0,1,1125,22,352,10,10,2,2022-06-15,2022-09-13,4.3,4.4,7,3.26,2.0,0,1,0,0
2020-07-14,A dos Cunhados e Maceira,39.143787,-9.36732,Entire home/apt,4,120.0,3,1125,22,171,3,3,1,2022-07-31,2022-08-21,5.0,5.0,2,2.0,1.0,0,1,1,0
2012-09-28,Arroios,38.727757,-9.141298,Private room,2,42.0,2,1125,13,158,18,18,8,2022-06-04,2022-09-13,4.61,4.5,3,5.24,1.0,0,0,1,1
2013-04-27,Misericrdia,38.71352,-9.14639,Private room,1,45.0,15,1125,26,50,1,1,1,2022-08-31,2022-08-31,5.0,5.0,1,1.0,1.0,0,0,1,1
2015-07-23,Lourinh e Atalaia,39.25065,-9.31066,Entire home/apt,10,191.0,4,365,27,362,5,5,2,2022-07-06,2022-08-26,4.2,3.8,2,2.14,3.0,0,1,1,0
2022-05-27,Carcavelos e Parede,38.69726,-9.35757,Entire home/apt,5,90.0,4,365,30,354,1,1,1,2022-08-29,2022-08-29,5.0,5.0,1,1.0,1.0,0,1,0,0
2022-05-25,Campo de Ourique,38.72098,-9.15709,Private room,1,28.0,5,14,8,322,5,5,2,2022-06-13,2022-08-26,4.6,5.0,1,1.6,1.0,0,0,1,0
2014-08-28,Misericrdia,38.71428413736498,-9.145989512431958,Private room,1,30.0,5,365,3,319,6,6,2,2022-07-19,2022-08-31,4.83,5.0,3,3.1,1.0,0,0,1,0
2016-03-12,Ajuda,38.70415,-9.2018,Private room,2,60.0,3,30,0,308,2,2,0,2022-05-29,2022-07-25,5.0,5.0,18,0.55,2.0,0,1,0,0
2018-03-26,Santa Maria Maior,38.71656,-9.13347,Entire home/apt,4,192.0,2,365,11,346,13,13,6,2022-06-06,2022-09-11,4.92,4.92,10,3.86,1.0,0,0,0,1
2014-05-06,Parque das Naes,38.775521797222936,-9.094032606779766,Entire home/apt,4,91.0,5,365,0,319,1,1,1,2022-08-29,2022-08-29,5.0,5.0,1,1.0,1.0,0,1,0,0
2016-07-16,Maxial e Monte Redondo,39.1337,-9.19411,Entire home/apt,6,64.0,7,14,12,253,3,3,1,2022-08-06,2022-08-20,4.33,4.33,1,2.31,1.5,0,1,0,0
2022-05-24,Estrela,38.70585310000001,-9.1611571,Entire home/apt,10,97.0,2,30,8,288,5,5,3,2022-07-24,2022-08-28,4.2,4.6,3,2.83,1.0,0,1,0,0
2020-01-28,Ericeira,38.982246,-9.413841,Entire home/apt,4,102.0,3,60,11,343,4,4,0,2022-06-06,2022-08-13,4.75,4.25,28,1.19,1.0,0,1,1,0
2020-12-06,Olivais,38.758694,-9.109084,Private room,2,43.0,1,365,13,346,27,27,10,2022-06-07,2022-09-07,4.67,4.63,2,8.18,1.0,0,1,0,0
2014-09-23,Santa Maria Maior,38.71746,-9.13383,Entire home/apt,3,84.0,3,365,0,114,12,12,4,2022-05-26,2022-08-30,4.58,4.17,1,3.21,1.0,0,1,0,0
2022-05-18,Lourinh e Atalaia,39.26314,-9.3327,Shared room,1,25.0,2,25,18,350,1,1,1,2022-08-22,2022-08-22,5.0,5.0,4,1.0,1.5,0,1,0,0
2022-05-18,Lourinh e Atalaia,39.26361,-9.33289,Shared room,1,25.0,2,60,19,167,5,5,1,2022-06-11,2022-09-09,5.0,5.0,4,1.56,1.5,0,1,0,1
2022-04-08,Arroios,38.72886,-9.14414,Entire home/apt,2,75.0,28,365,1,77,1,1,0,2022-08-04,2022-08-04,5.0,5.0,11,0.71,1.0,1,1,0,1
2013-12-29,Lourinh e Atalaia,39.23342,-9.30882,Entire home/apt,4,65.0,2,365,0,196,5,5,4,2022-07-24,2022-09-08,4.2,4.2,1,2.88,1.0,0,0,1,0
2021-10-07,Avenidas Novas,38.73386,-9.14625,Private room,1,62.0,1,365,2,333,17,17,3,2022-06-01,2022-08-26,4.71,4.88,3,4.81,2.5,0,0,1,0
2013-09-05,Parque das Naes,38.75468,-9.09472,Entire home/apt,4,58.0,3,365,4,306,13,13,4,2022-07-07,2022-08-27,4.69,4.85,6,5.65,1.0,0,0,0,1
2018-12-26,Ericeira,38.985909,-9.415891,Private room,2,100.0,3,7,30,38,3,3,1,2022-08-01,2022-08-15,5.0,5.0,2,2.0,1.0,0,1,0,0
2021-07-26,Arroios,38.73002,-9.13714,Private room,2,48.0,1,365,14,349,5,5,1,2022-06-02,2022-08-27,3.8,4.8,13,1.43,1.0,0,1,0,0
2016-05-30,Olivais,38.77652,-9.11858,Private room,2,53.0,1,30,17,352,16,16,5,2022-06-12,2022-09-04,4.69,4.56,19,5.11,1.0,0,1,0,0
2017-02-09,So Joo das Lampas e Terrugem,38.850082,-9.380143,Entire home/apt,4,80.0,2,365,19,354,4,4,0,2022-06-29,2022-08-14,4.75,4.0,16,1.54,2.0,0,1,0,0
2016-05-30,Olivais,38.7779,-9.12017,Entire home/apt,2,73.0,1,30,9,335,20,20,3,2022-05-22,2022-09-01,4.75,4.65,19,5.22,1.0,0,1,1,0
2021-06-04,Arroios,38.73225,-9.1329,Private room,2,55.0,1,365,17,345,3,3,1,2022-06-16,2022-08-27,4.33,4.33,11,0.99,2.0,0,1,0,0
2016-03-12,Ajuda,38.70583,-9.20137,Private room,1,55.0,3,30,12,334,4,4,1,2022-06-07,2022-09-05,5.0,4.25,18,1.2,2.0,0,1,0,0
2022-04-06,Campo de Ourique,38.71662,-9.17126,Entire home/apt,7,179.0,3,365,3,338,3,3,1,2022-06-21,2022-08-25,2.67,3.0,21,1.05,1.0,1,1,0,0
2017-02-15,Penha de Frana,38.73324,-9.12925,Private room,2,59.0,3,365,10,345,7,7,2,2022-06-01,2022-09-04,4.71,4.57,14,1.98,2.0,0,0,0,0
2016-03-12,Ajuda,38.70403,-9.20172,Private room,1,50.0,3,30,17,322,5,5,0,2022-05-29,2022-08-14,5.0,5.0,18,1.38,2.0,0,1,0,0
2017-02-15,Penha de Frana,38.73182,-9.12762,Private room,2,49.0,3,365,3,324,3,3,1,2022-06-10,2022-08-18,4.67,4.67,14,0.93,2.0,0,0,0,0
2022-05-17,So Vicente,38.71308,-9.12598,Entire home/apt,6,220.0,2,30,8,333,5,5,4,2022-08-13,2022-09-02,5.0,4.8,3,4.55,2.0,0,1,1,0
2017-07-31,Belm,38.694492,-9.204044,Entire home/apt,2,39.0,2,1125,1,226,21,21,5,2022-06-03,2022-09-03,4.76,4.86,3,6.12,0.5,0,0,1,0
2017-02-15,Penha de Frana,38.73267,-9.12769,Private room,6,91.0,3,365,27,362,3,3,1,2022-06-07,2022-08-17,3.33,3.33,14,0.9,2.0,0,0,0,0
2016-03-12,Ajuda,38.70545,-9.20128,Private room,2,60.0,3,30,6,330,6,6,1,2022-06-05,2022-09-07,5.0,4.83,18,1.76,2.0,0,1,0,0
2018-07-16,Ericeira,38.97145,-9.40503,Private room,2,70.0,2,30,0,0,1,1,0,2022-06-05,2022-06-05,5.0,5.0,9,0.29,1.0,0,1,1,0
2014-05-23,Avenidas Novas,38.737316,-9.149438,Private room,2,94.0,2,365,12,339,4,4,1,2022-07-03,2022-08-29,4.25,4.5,39,1.64,1.0,0,1,0,1
2014-05-23,Avenidas Novas,38.737316,-9.149438,Private room,2,95.0,2,365,9,335,9,9,2,2022-06-06,2022-09-10,4.44,4.33,39,2.67,1.0,0,1,0,0
2022-05-17,Alcntara,38.70426,-9.18607,Private room,2,32.0,2,30,2,280,11,11,3,2022-06-12,2022-09-05,4.91,4.82,1,3.47,1.0,0,0,0,0
2019-06-14,Arroios,38.72066627238418,-9.135023902762487,Entire home/apt,2,64.0,2,30,3,329,12,12,7,2022-07-17,2022-09-11,4.92,4.83,1,6.0,1.0,0,1,1,1
2018-07-16,Ericeira,38.9707,-9.40464,Private room,1,50.0,2,365,0,0,2,2,0,2022-05-31,2022-06-12,5.0,5.0,9,0.56,1.0,0,1,1,0
2018-05-18,Encarnao,39.02142,-9.419088,Entire home/apt,5,198.0,4,365,11,117,5,5,3,2022-08-04,2022-08-31,4.6,4.4,13,3.66,2.0,0,1,1,0
2018-10-03,Marvila,38.74331,-9.11342,Private room,2,30.0,1,365,2,43,7,7,0,2022-06-19,2022-07-07,4.86,4.57,5,2.41,2.0,0,0,0,0
2018-04-22,So Domingos de Rana,38.70185,-9.33763,Entire home/apt,6,97.0,2,60,8,302,1,1,0,2022-07-29,2022-07-29,2.0,3.0,20,0.63,2.0,0,1,1,0
2016-10-05,Arroios,38.7153611,-9.1380436,Private room,2,65.0,1,365,16,95,2,2,1,2022-07-29,2022-08-20,5.0,4.5,20,1.25,3.5,0,1,1,0
2011-04-27,Estrela,38.70491,-9.16452,Entire home/apt,3,116.0,2,365,10,334,10,10,4,2022-07-10,2022-09-08,4.7,4.7,12,4.48,1.0,0,1,0,0
